Co_ID|PO ID|Exchange|Name| Root_Ticker | qmv | OS_Shares | tech_sub_sec | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|QT_Date|RTO_Date|Date_of_amalgamation|Interlisted|formar_cpc_or_cpc|Ven_50_2018|Index|hq_location|hq_region|usa_city|USA_State|Asia_Region|clean_tech_primary|clean_tech_sub_sector|Section|trust| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties|
V-00813|1094412|TSXV |GoldQuest Mining Corp.|GQC| 48,367,803 | 254,567,384 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 32,101,406 | 8,936,345 | 4,514 |6|||||Dominican Republic|||||1|||||||||||||||||||
V-00845|29259|TSXV |Goldsource Mines Inc.|GXS| 12,217,402 | 203,623,366 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 24,690,841 | 1,906,493 | 2,162 |6|||SK|||||||||||||||||||||1|||||
V-03793|1142755|TSXV |Goldstar Minerals Inc.|GDM| 5,596,759 | 93,279,312 ||||Mining||RTO|20110623||20120619|||No|||ON|Canada||||||Tier2|| 22,363,174 | 965,996 | 830 |6|||Canada|||||||||||||||||||||||1|1||
V-00027|27552|TSXV |Goldstrike Resources Ltd.|GSR| 32,319,959 | 190,343,723 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 9,635,403 | 1,956,340 | 1,231 |6|||YT|||||||1|||||||||||||||||||
V-02469|1111374|TSXV |Goliath Resources Limited|GOT| 21,120,121 | 84,480,482 ||||Mining||QT from NEX|20070313|20171018 NEX||||Yes|||Quebec|Canada||||||Tier2|| 24,823,988 | 4,329,287 | 2,654 |6|||BC|||||||1|1|1|||||||||||||||||
V-00847|21848|TSXV |Gossan Resources Limited|GSS| 2,854,334 | 33,580,400 ||||Mining||||||||No|||MB|Canada||||||Tier2|| 1,881,101 | 166,147 | 204 |6|||ON|||||||1||||||1||||||1||||1|1|Vanadium,Titanium,Tantalum,Chromium,Dolomite|
V-04301|1177425|TSXV |Goviex Uranium Inc.|GXU| 90,837,505 | 394,945,673 ||||Mining||Other|20160711|||||No||1|BC|Canada||||||Tier1|| 53,966,112 | 12,081,684 | 7,452 |6|Mali, Niger, Zambia||||||||||||||||||||||1||||||
V-00848|1023988|TSXV |Gowest Gold Ltd.|GWA| 21,278,085 | 354,634,743 ||||Mining||||||||No||1|ON|Canada||||||Tier2|| 31,085,965 | 3,172,649 | 2,699 |6|||ON|||||||1|||||||||||||||||||
V-00490|1023685|TSXV |GPM Metals Inc.|GPM| 5,011,656 | 100,233,118 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 6,315,536 | 365,508 | 329 |6||Australia|||Peru||||||1|||||||1|1||||||||||
V-00452|1023974|TSXV |Granada Gold Mine Inc.|GGM| 12,229,542 | 59,656,302 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 12,376,894 | 3,263,326 | 2,786 |6|||Quebec|||||||1|||||||||||||||||||
V-00853|21630|TSXV |Grande Portage Resources Ltd.|GPG| 7,279,584 | 31,650,365 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,785,441 | 371,024 | 284 |6|||BC|||||AK||1|||||||||||||||||||
V-02624|1112804|TSXV |Graphite One Resources Inc.|GPH| 14,777,393 | 295,547,857 ||||Mining||Other|20071029||||OTCQB|No||1|BC|Canada||||||Tier2|| 75,385,753 | 6,153,822 | 4,619 |6||||||||AK||||||||||||||||||||Graphite|
V-02829|1118373|TSXV |Gratomic Inc.|GRAT| 13,730,369 | 114,419,739 ||||Mining||QT|20080512|20090908||||Yes|||ON|Canada||||||Tier2|| 205,444,637 | 35,023,625 | 17,994 |6|Namibia||Quebec|||||||||||||||||||||||||Graphite|
V-02396|822281|TSXV |Gray Rock Resources Ltd.|GRK| 3,903,278 | 22,960,461 ||||Mining||Other|20061129|||||No|||BC|Canada||||||Tier2|| 500,495 | 90,840 | 116 |6|||||||||||||||||||||||||||||
V-00926|1051020|TSXV |Great Atlantic Resources Corp.|GR| 4,088,372 | 38,936,875 ||||Mining||||||||Yes|||BC|Canada||||||Tier2|| 4,534,136 | 391,921 | 287 |6|||NB,NL,NS|||||||1|||||||||||||||1|1||Antimony|
V-03672|1138835|TSXV |Great Bear Resources Ltd.|GBR| 11,938,239 | 23,408,311 ||||Mining||Other|20101104|||||No|||BC|Canada||||||Tier2|| 7,829,856 | 4,144,592 | 2,019 |6|||BC,ON|||||||1|1|||||||1|1||||||||||
V-02868|1104476|TSXV |Great Lakes Graphite Inc.|GLK| 6,632,842 | 132,656,830 ||||Mining||QT|20080704|20100721||||Yes|||ON|Canada||||||Tier2|| 11,339,252 | 542,729 | 777 |4|||Quebec|||||||||||||||||||||||||Graphite|
V-00863|41773|TSXV |Great Quest Fertilizer Ltd.|GQ| 4,028,795 | 53,717,267 ||||Mining|Agriculture|||||||No|||BC|Canada||||||Tier2|| 2,247,294 | 263,258 | 414 |6|Botswana,Mali|||||||||1|||||||||||1|||||||Phosphate|
V-01281|20034|TSXV |Great Thunder Gold Corp.|GTG| 964,850 | 48,254,162 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 11,509,712 | 369,426 | 499 |6|||BC|||||NV||1|||||||||||||||||1||
V-01197|821224|TSXV |Greatbanks Resources Ltd.|GTB| 1,900,610 | 63,353,650 ||||Mining||RTO|||20050422|||No|||ON|Canada||||||Tier2|| 6,749,555 | 255,720 | 215 |6|||||||||||||||||||||||||||||
V-03073|1119958|TSXV |Green Arrow Resources Inc.|GAR| 310,476 | 10,502,949 ||||Mining||QT|20100107|20120425||||Yes|||BC|Canada||||||Tier2|| 1,538,576 | 112,757 | 168 |6|||BC||||Portugal|||||||||||1|1||||1||||||
V-00868|24826|TSXV |Green Valley Mine Incorporated|GVY| 6,644,750 | 19,543,383 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,188,784 | 384,604 | 284 |6|||BC||||||||||||||||||||||||||
V-00869|1063002|TSXV |Greencastle Resources Ltd.|VGN| 3,520,800 | 41,421,171 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 10,318,865 | 1,269,557 | 987 |6|||BC|||||NV||1|||||||||||||||||||
V-00874|1067131|TSXV |Grenville Gold Corp.|GVG| 2,902,098 | 29,020,984 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 36,218 | 4,844 | 16 |4|||||Peru|||||||||||||||||||||1|||
V-01324|1052374|TSXV |Grid Metals Corp.|GRDM| 7,159,824 | 42,116,610 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 6,511,155 | 1,594,684 | 1,004 |6|||MB|||||||||1||||||||||1|||||||
V-00880|1098534|TSXV |Grizzly Discoveries Inc.|GZD| 5,204,585 | 61,230,409 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 5,419,533 | 491,378 | 524 |6|||AB,BC|||||||1||||1|||||||1|||||1|||
V-01130|1044318|TSXV |Grosvenor Resource Corporation|GVR| 4,976,629 | 26,900,696 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 28,987 | 4,916 | 23 |5|||BC|||||||1|1||||||||||||||||||
V-04391|1179300|TSXV |Group Eleven Resources Corp.|ZNG| 7,229,981 | 59,777,477 ||||Mining||IPO|20171213|||||No|||Ireland|UK/Europe||||||Tier2|| 5,388,300 | 1,122,151 | 451 |6|||||||Ireland||||||||||||1||||||||||
V-02358|1108531|TSXV |Group Ten Metals Inc.|PGE| 8,554,845 | 45,025,500 ||||Mining||QT|20060911|20071001||||Yes|||BC|Canada||||||Tier2|| 8,314,758 | 1,834,248 | 1,195 |6|||ON,BC,YT|||||AK||||1|1|||1|||||||||||||
V-02505|1112704|TSXV |Growmax Resources Corp.|GRO| 23,531,821 | 213,925,645 ||||Mining||QT|20070419|20081017||||Yes||1|AB|Canada||||||Tier1|| 80,249,145 | 9,827,802 | 4,491 |6|||||Peru||||||||||||||||1|||||||Phosphate|
V-04214|1170480|TSXV |GT Gold Corp.|GTT| 58,631,903 | 91,289,712 ||||Mining||QT|20140828|20161122||||Yes||1|BC|Canada||||||Tier2|| 25,264,170 | 17,348,287 | 6,686 |6|||BC|||||||1|||||||||||||||||||
V-02591|1114257|TSXV |GTA Resources and Mining Inc.|GTA| 1,793,640 | 51,246,855 ||||Mining||QT|20070917|20100622||||Yes|||ON|Canada||||||Tier2|| 5,214,150 | 225,765 | 548 |6|||ON|||||||1|||||||||||||||||1||
V-00982|25574|TSXV |Guerrero Ventures Inc.|GV| 522,520 | 52,251,963 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 6,625,467 | 130,599 | 256 |6|||BC||||||||1|||||||1|1||||||||||
V-00113|1067751|TSXV |Gungnir Resources Inc.|GUG| 7,457,610 | 64,848,785 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 7,655,589 | 876,957 | 1,180 |6|||||||Sweden|||1||||||||||||||||1|||
V-00412|821862|TSXV |Gunpoint Exploration Ltd.|GUN| 17,400,640 | 43,501,600 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 296,105 | 84,902 | 95 |6|||||Guatemala,Mexico|||NV||1|1||||||||||||||||1||
V-02723|1112057|TSXV |Guyana Goldstrike Inc.|GYA| 17,829,828 | 52,440,671 ||||Mining||IPO|20080130|||||No|||BC|Canada||||||Tier2|| 10,129,125 | 2,775,191 | 1,802 |6|||||Guyana|||||1|||||||||||||||||||
V-03693|1137425|TSXV |Handa Mining Corporation|HAND| 1,765,466 | 29,424,441 ||||Mining||Other|20101214|||||No|||BC|Canada||||||Tier2|| 2,512,817 | 184,283 | 194 |6|Congo|||||||||||1|||||||||||||||||
V-00391|1056713|TSXV |Hannan Metals Ltd.|HAN| 5,838,237 | 40,263,702 ||||Mining||RTO|||20050915|20050915||Yes|||BC|Canada||||||Tier2|| 3,842,509 | 958,626 | 681 |6|||||||Ireland||||1|1||||||1|1||||||||||
V-00704|30052|TSXV |Hansa Resources Limited|HRL| 3,444,799 | 57,413,317 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,703,100 | 118,552 | 122 |6||||||Kazakhstan||||1|||||||||||||||||||
V-02348|1107290|TSXV |Happy Creek Minerals Ltd.|HPY| 15,694,226 | 92,318,976 ||||Mining||Other|20060809|||||No||1|BC|Canada||||||Tier2|| 3,325,913 | 580,175 | 434 |6|||BC|||||||1|1|1|||1||||||||||1||||
V-03754|1138440|TSXV |Harfang Exploration Inc.|HAR| 5,571,685 | 28,048,135 ||||Mining||QT from NEX|20110302|20170630 NEX||||Yes|||Quebec|Canada||||||Tier2|| 2,358,406 | 610,055 | 284 |6|||Quebec|||||||1|||||||||||||||||||
V-02233|1103569|TSXV |Harvest Gold Corp.|HVG| 3,211,058 | 58,382,864 ||||Mining||Other|20051213|||||No|||BC|Canada||||||Tier2|| 14,848,038 | 751,293 | 713 |6|||||Suriname|||||1|||||||||||||||||||
V-00905|29422|TSXV |Hawkeye Gold & Diamond Inc.|HAWK| 730,258 | 18,256,442 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 2,652,084 | 178,646 | 155 |6|||BC|||||||1||1|||||||||||||||||
V-02816|1116959|TSXV |Heatherdale Resources Ltd.|HTR| 5,498,907 | 183,296,886 ||||Mining||QT|20080502|20091119||||Yes|||AB|Canada||||||Tier1|| 3,845,466 | 181,946 | 317 |6||||||||AK||1|1|1||||||1|1||||||||||
V-00915|1019700|TSXV |Helio Resource Corp.|HRC| 992,685 | 10,449,318 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 10,643,386 | 215,186 | 345 |6|Tanzania|||||||||1|||||||||||||||||||
V-03759|1136740|TSXV |HFX Holding Corp.|HXC| 403,926 | 9,534,100 ||||Mining||QT|20110405|20130712||||Yes|||BC|Canada||||||Tier2|| 78,890 | 7,424 | 8 |3|||YT|||||||1|1||||||||||||||||||
V-00918|19653|TSXV |Highbank Resources Ltd.|HBK| 3,305,666 | 132,226,621 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 8,205,558 | 262,500 | 416 |6|||BC||||Ireland|||||1|||1|||||||||||||Tidewater aggregate gravel tenure|
V-00919|1103047|TSXV |Highbury Projects Inc.|HPI| 2,865,000 | 9,550,000 ||||Mining||QT|20051028|20071106||||Yes|||BC|Canada||||||Tier2|| 120,605 | 31,348 | 28 |4||||||||AK|||||||||||||||||||1||
V-02361|1109312|TSXV |Highland Copper Company Inc.|HI| 35,470,027 | 472,933,689 ||||Mining||QT|20060922|20080926||||Yes||1|BC|Canada||||||Tier2|| 30,888,568 | 3,581,235 | 2,016 |6||||||||MI|||1|1|||||||||||||||||
V-03164|1134200|TSXV |Highvista Gold Inc.|HVV| 1,531,505 | 10,210,033 ||||Mining||QT|20100715|20111017||||Yes|||ON|Canada||||||||||||||||Mexico|||||1|||||||||||||||||||
V-01934|1101461|TSXV |Highway 50 Gold Corp.|HWY| 11,631,400 | 33,232,570 ||||Mining||Other|20050922|||||No|||BC|Canada||||||Tier2|| 644,056 | 205,224 | 111 |6||||||||NV||1|||||||||||||||||||
V-00922|1009808|TSXV |Hinterland Metals Inc.|HMI| 845,392 | 42,269,614 ||||Mining||||||||No|||Quebec|Canada||||||Tier2|| 6,861,474 | 238,760 | 270 |6|||||||||||||||||||||||||||||
V-01944|1023561|TSXV |Honey Badger Exploration Inc.|TUF| 9,621,779 | 74,013,681 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 87,476,257 | 11,239,445 | 7,033 |6|||BC,Quebec|||||||1||1||1|||||||||||||||
V-00927|1061430|TSXV |Hornby Bay Mineral Exploration Ltd.|HBE| 2,830,482 | 80,870,925 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 2,891,347 | 145,946 | 149 |6|||NU, ON|||||||1||1|||||||||||1||||||
V-01598|1074329|TSXV |HPQ-Silicon Resources Inc.|HPQ| 15,821,105 | 197,763,807 ||||Mining|||19961220|||||No||1|Quebec|Canada||||||Tier2|| 23,403,770 | 2,356,565 | 2,308 |6|||Quebec|||||||1||||||||||||||||||Quartz|
V-00932|1060143|TSXV |Hudson Resources Inc.|HUD| 81,816,844 | 177,862,705 ||||Mining||||||||Yes||1|BC|Canada||||||Tier2|| 4,666,400 | 2,403,503 | 964 |6|||||||Greenland|||||||||||||1|||||||||
V-02889|1108787|TSXV |Hunt Mining Corp.|HMX| 17,804,863 | 63,588,798 ||||Mining||QT|20080805|20100104||||Yes|||USA|USA|Liberty Lake|WA||||Tier2|| 3,166,229 | 1,154,534 | 1,270 |6|||||Argentina|||||1|1|||||||||||||||1|||
V-04159|1164150|TSXV |Hybrid Minerals Inc.|HZ| 6,941,400 | 30,180,002 ||||Mining||IPO|20131022|||||No|||BC|Canada||||||Tier2|| 5,047,928 | 2,124,733 | 553 |6||||||||ID||||||||||||||||||||Cobalt|
V-00265|15928|TSXV |Iconic Minerals Ltd.|ICM| 7,256,770 | 80,630,778 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 77,944,455 | 16,224,880 | 11,877 |6|||||||||||||||||||||||||||||
V-04276|1171690|TSXV |IDM Mining Ltd|IDM| 31,434,485 | 449,064,075 ||||Mining||TSX Comedown|20151230|||||No||1|BC|Canada||||||Tier2|| 37,598,140 | 3,173,754 | 2,369 |6|||BC|||||||1|||||||||||||||||||
V-02960|1119147|TSXV |IEMR Resources Inc.|IRI| 1,422,107 | 94,807,141 ||||Mining||QT|20090212|20100702||||Yes|||China|Asia|||China|||Tier2|| 9,491,557 | 318,708 | 480 |6|||||||||||||||||||||||||||||
V-00038|30196|TSXV |iMetal Resources Inc.|IMR| 6,195,444 | 82,605,916 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 22,044,248 | 2,611,030 | 1,605 |6|||Quebec|||||||||||||||||||||||||Graphite|
V-02220|17633|TSXV |I-Minerals Inc.|IMA| 18,415,551 | 89,831,955 ||||Mining|||||||OTCQB|No||1|BC|Canada||||||Tier2|| 790,527 | 224,025 | 326 |6||||||||ID|||||||||1||||||||||1|Feldspar Quartz,Primary Clay|
V-00951|25723|TSXV |IMPACT Silver Corp.|IPT| 33,371,068 | 85,566,840 ||||Mining||||||||No||1|BC|Canada||||||Tier1|| 19,327,606 | 7,575,781 | 6,098 |6|||||Mexico||||||1||||||||||||||||||
V-04401|1180550|TSXV |Imperial Mining Group Ltd.|IPG| 2,068,212 | 33,669,854 ||||Mining||Other|20180116|||||No|||Quebec|Canada||||||Tier2|| 2,970,038 | 314,322 | 412 |6|||Quebec|||||||1||1|||||||1|1||||||||Niobium, Scandium, Tantalum|
V-02381|1106952|TSXV |Inca One Gold Corp.|IO| 8,053,460 | 146,426,552 ||||Mining||QT|20061003|20070122|||SSEV|Yes|||BC|Canada||||||Tier2|| 37,801,517 | 2,815,638 | 2,214 |6|||||Peru|||||1|||||||||||||||||||
V-03917|1153630|TSXV |Independence Gold Corp.|IGO| 4,487,231 | 56,090,392 ||||Mining|||20111229|||||No|||BC|Canada||||||Tier1|| 2,551,117 | 266,899 | 403 |6|||Canada|||||||1|1||||||||||||||||||
V-00976|1023411|TSXV |Indico Resources Ltd.|IDI| 2,205,052 | 147,003,489 ||||Mining|||19960523|||||No|||USA|USA|San Francisco|CA||||Tier2|| 13,812,613 | 253,940 | 328 |6|||||Peru|||||1||1|||||||||||||||||
V-03054|1126240|TSXV |Indigo Exploration Inc.|IXI| 1,840,386 | 92,019,316 ||||Mining||IPO|20091231|||||No|||BC|Canada||||||Tier2|| 1,499,130 | 38,196 | 46 |6|||||||||||||||||||||||||||||
V-01330|1098024|TSXV |Infinite Lithium Corp.|ILI| 6,990,072 | 58,250,603 ||||Mining||QT|20050614|20070628||||Yes|||BC|Canada||||||Tier2|| 9,400,361 | 2,135,419 | 1,350 |6|||BC, MB, ON, Quebec||Mexico|||||||1||||||||||1|||||||
V-00100|1045778|TSXV |Inform Resources Corp.|IRR| 2,610,675 | 14,510,584 ||||Mining||||||||Yes|||BC|Canada||||||Tier2|| 189,422 | 43,295 | 36 |5|||YT|||||||||||||||||||||||||Quartz|
V-04171|1161935|TSXV |Inomin Mines Inc.|MINE| 1,308,341 | 16,584,264 ||||Mining||QT|20131218|20170202||||No|||BC|Canada||||||Tier2|| 5,394,224 | 778,037 | 1,169 |6|||NL|||||||1||1|||||||1||||||||||
V-03733|1115781|TSXV |Intact Gold Corp.|ITG| 2,727,397 | 18,182,647 ||||Mining||QT|20110210|20120202||||Yes|||BC|Canada||||||Tier2|| 10,880,248 | 4,642,614 | 2,308 |6|||Quebec|||||||1|||||||||||||||||||
V-04384|1180485|TSXV |Integra Resources Corp.|ITR| 40,768,312 | 56,020,075 ||||Mining||Other|20171107|||||No|||ON|Canada||||||Tier2|| 7,021,343 | 7,282,279 | 2,344 |6||||||||ID||1|1||||||||||||||||||
V-03988|1152885|TSXV |Interconnect Ventures Corporation|IVC| 539,234 | 9,711,901 ||||Mining||QT|20120411|20131101||||Yes|||BC|Canada||||||Tier2|| 73,500 | 6,150 | 9 |4|||BC|||||||1|||||||||||||||||||
V-00777|10554|TSXV |Intercontinental Gold and Metals Ltd.|ICAU| 9,039,987 | 17,725,464 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 2,738,356 | 1,150,417 | 524 |6|||||Bolivia|||||1|||||||||||||||||||
V-01464|1049405|TSXV |International Bethlehem Mining Corp.|IBC| 971,548 | 19,430,951 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,872,677 | 182,737 | 160 |6|||||||||||||||||||||||||||||
V-03161|1125800|TSXV |International Corona Capital Corp.|IC| 3,082,701 | 68,504,461 ||||Mining||IPO|20100702|||||No|||BC|Canada||||||Tier2|| 1,648,689 | 86,479 | 152 |6|||NL, Quebec|||||||1||1|1|||1|||||||||||||
V-03771|1134376|TSXV |International Lithium Corp.|ILC| 9,517,489 | 94,595,902 ||||Mining||Other|20110524|||||No|||BC|Canada||||||Tier2|| 20,417,912 | 2,556,943 | 3,066 |6|||Canada||Argentina||Ireland|USA||||||||||||||1|||||||
V-02465|1109122|TSXV |International Millennium Mining Corp.|IMI| 4,282,562 | 171,302,476 ||||Mining||Other|20070226|||||No|||BC|Canada||||||Tier2|| 3,260,710 | 81,783 | 150 |6||||||||NV||1|1|1||||||1|1||||||||||
V-00995|32138|TSXV |International Montoro Resources Inc.|IMT| 998,284 | 24,957,105 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,563,398 | 215,864 | 264 |6|||BC,ON,Quebec,SK|||||||1||1|1|||||||1|||1|||||Cobalt|
V-03827|1135692|TSXV |International Prospect Ventures Ltd.|IZZ| 6,375,782 | 25,503,128 ||||Mining||Other|20110715|||||No|||Quebec|Canada||||||Tier2|| 717,384 | 184,948 | 265 |6|||ON, Quebec, SK||||||||||||||||||||1|||1|||
V-01015|31077|TSXV |International Samuel Exploration Corp.|ISS| 1,677,620 | 55,920,653 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 14,264,617 | 727,014 | 676 |6|||||||||||||||||||||||||||||
V-02206|1023825|TSXV |International Zeolite Corp.|IZ| 10,416,597 | 36,549,462 ||||Mining|||||||OTCQB|No|||BC|Canada||||||Tier2|| 10,852,810 | 3,651,578 | 2,730 |6|||BC|||||||||||||||||||||||||Zeolite|
V-00992|1055264|TSXV |Inter-Rock Minerals Inc.|IRO| 7,463,878 | 22,617,811 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 1,160,042 | 461,188 | 242 |6|||||||||||||||||||||||||||||
V-02607|1114355|TSXV |Inventus Mining Corp.|IVS| 14,441,094 | 106,971,069 ||||Mining||Other|20070905|||||No|||ON|Canada||||||Tier2|| 5,637,992 | 1,131,804 | 756 |6|||ON|||||||1|||||||||||||||||||
V-01146|1004693|TSXV |InZinc Mining Ltd.|IZN| 13,066,250 | 108,885,419 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 20,574,396 | 2,825,324 | 1,883 |6||||||||UT|||1|1|||||1||1||||||||||
V-01038|26538|TSXV |Ironside Resources Inc.|IRC| 696,259 | 5,824,933 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 526,983 | 67,020 | 122 |6||||||Saudi Arabia|||||||||||||||||||||1||
V-04315|1178065|TSXV |Isoenergy Ltd.|ISO| 12,581,570 | 55,191,068 ||||Mining||Other|20161019||||OTCQX|No||1|BC|Canada||||||Tier2|| 6,955,229 | 2,643,836 | 1,628 |6|||SK||||||||||||||||||||1||||||
V-04305|1177295|TSXV |Itafos|IFOS| 314,863,880 | 139,320,301 ||||Mining|Agriculture|TSX Comedown|20160712|||||No|||ON|Canada||||||Tier2|| 536,621 | 1,395,309 | 1,473 |6|Guinea Bissau||||Brazil,Peru|||ID||||||||||||||||||||Phosphate|
V-01216|1056390|TSXV |Jade Leader Corp.|JADE| 10,284,837 | 33,176,892 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 4,285,203 | 1,305,773 | 834 |6|||BC,YT|||||||1||||||||||||||||1|||
V-01732|19509|TSXV |Japan Gold Corp.|JG| 6,497,161 | 68,314,409 ||||Mining||RTO from NEX|||20160919 NEX|||No|||BC|Canada||||||Tier2|| 6,975,835 | 1,667,738 | 806 |6||||Japan||||||1|||||||||||||||||||
V-01041|1023430|TSXV |Jasper Mining Corporation|JSP| 2,505,075 | 15,656,716 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 472,510 | 46,705 | 83 |6|||BC|||||||1|1|1||1|1|||1|1|||||||1||Kimberlite,Polymetallic|
V-02527|1112647|TSXV |Jaxon Mining Inc.|JAX| 9,286,720 | 77,389,334 ||||Mining||QT|20070626|20081201||||Yes|||BC|Canada||||||Tier2|| 19,213,963 | 3,602,940 | 2,394 |6|||BC|||||||1|1|1|||||||1||||||||||
V-01558|1175655|TSXV |Jayden Resources Inc.|JDN| 11,020,218 | 88,161,746 ||||Mining||TSX Comedown|20151015|||||No|||BC|Canada||||||Tier2|| 3,501,397 | 405,638 | 361 |6|||BC|||||||1|1||||||||||||||||||
V-02715|1105900|TSXV |Jazz Resources Inc.|JZR| 1,149,096 | 19,151,605 ||||Mining||IPO|20080129|||||No|||BC|Canada||||||Tier2|| 243,850 | 18,611 | 23 |5|||||||||||||||||||||||||||||
V-01051|1074388|TSXV |Jourdan Resources Inc.|JOR| 3,504,387 | 58,406,444 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 23,933,082 | 1,916,010 | 1,765 |6|||Quebec|||||||||||||||||||1|||||||
V-02044|1023784|TSXV |Jubilee Gold Exploration Ltd.|JUB| 5,168,841 | 7,831,578 ||||Mining||||||20130125||No|||ON|Canada||||||Tier2|| 92,504 | 50,526 | 54 |6|||NB,ON,Quebec|||||||1|||||||||||||||||||
V-02404|1109937|TSXV |Juggernaut Exploration Ltd.|JUGR| 30,637,709 | 80,625,550 ||||Mining||QT|20061207|20070927||||Yes|||BC|Canada||||||Tier2|| 19,370,732 | 5,586,600 | 3,207 |6|||BC|||||||1|||||||||||||||||||
V-04033|1156380|TSXV |K2 Gold Corporation|KTO| 4,620,757 | 23,103,787 ||||Mining||IPO|20120723|||||No|||BC|Canada||||||Tier2|| 1,864,342 | 468,677 | 347 |6|||YT|||||||1|||||||||||||||||||
V-03719|1137965|TSXV |K92 Mining Inc.|KNT| 151,647,683 | 179,105,010 ||||Mining||RTO|20110110||20160525||OTCQB|No||1|BC|Canada||||||Tier1|| 44,621,439 | 29,885,115 | 10,850 |6||Papua New Guinea||||||||1|||||||||||||||||||
V-01344|1051464|TSXV |Kaizen Discovery Inc.|KZD| 9,499,717 | 276,766,636 ||||Mining||RTO|||20131206|||Yes|||BC|Canada||||||Tier1|| 17,214,795 | 1,233,809 | 592 |6|||BC||Peru|||||1|1|1|||||||||||||||||
V-03731|1076399|TSXV |Kapuskasing Gold Corp.|KAP| 879,415 | 58,627,650 ||||Mining||QT|20110209|20110914||||Yes|||BC|Canada||||||Tier2|| 5,195,855 | 139,425 | 293 |6|||ON, YT|||||||1|||||||||||||||||||
V-01068|1062164|TSXV |Karmin Exploration Inc.|KAR| 56,794,048 | 76,748,714 ||||Mining|||||||LIMA (BVL)|No||1|ON|Canada||||||Tier2|| 1,128,713 | 991,873 | 350 |6|||||Brazil,Peru|||||1|||||||||1||||||||||
V-03724|1143031|TSXV |Kenadyr Mining (Holdings) Corp.|KEN| 11,163,915 | 92,811,914 ||||Mining||QT from NEX|20110224|20170331 NEX||||Yes|||BC|Canada||||||Tier2|| 17,600,421 | 2,596,413 | 1,723 |6||||||Kyrgyzstan||||1|||||||||||||||||||
V-01076|1024193|TSXV |Kermode Resources Ltd.|KLM| 1,307,947 | 65,397,373 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 15,854,735 | 324,651 | 453 |6|||||||||||||||||||||||||||||
V-03907|1150190|TSXV |Kesselrun Resources Ltd.|KES| 3,133,396 | 37,763,483 ||||Mining||QT|20111207|20120725||||Yes|||ON|Canada||||||Tier2|| 4,706,061 | 497,361 | 293 |6|||ON|||||||1|||||||||||||||||||
V-02658|1114295|TSXV |Kestrel Gold Inc.|KGC| 1,516,906 | 61,284,208 ||||Mining||QT|20071101|20100628||||Yes|||AB|Canada||||||Tier2|| 17,457,050 | 819,490 | 699 |6|||YT||Argentina|||||1|||||||||||||||||||
V-02592|1114636|TSXV |Kilo Goldmines Ltd.|KGL| 4,242,496 | 169,699,855 ||||Mining||QT|20070928|20090421||||Yes|||ON|Canada||||||Tier2|| 36,543,586 | 1,411,213 | 776 |6|DRC (Congo)|||||||||1|||||||||||||||||||
